,baujahr,name,preis,baureihe,karrosserieform,kilometerstand,leistung,gewicht
7563,1964,DKW Munga,5.600,,Geländewagen,25.000,44,1600
7564,1999,Jaguar XJ 8 Executive,12.000,X308,Limousine (4-Türen),104.000,237,0
7565,1983,Jaguar XJ S H,25.000,Series II,Coupé,153.000,266,1800
7566,1990,BMW 850i,29.900,E31,Coupé,199.130,300,1900
7567,1999,BMW Z3 ,31.000,E 36-8S,Coupé,125.533,193,1300
7568,1975,Innocenti Mini Cooper 1000,6.000,,Limousine (2-Türen),80.000,48,650
7569,1999,Saab 9-5 3,13.900,YS3E,Limousine (4-Türen),70.600,200,0
7570,1981,Mercedes-Benz 280 SL,36.900,R 107,Cabriolet (Roadster),107.382,185,0
7571,1975,Alpine A 110 1300 VC V85,79.000,,Coupé,47.670,74,750
7572,1974,Porsche 911 Carrera 2,196.782,"""G-Modell""",Coupé,73.860,210,0
7573,1981,FIAT 126,3.800,,Limousine (2-Türen),86.431,24,600
7574,1951,FIAT 1400 Camioncino,15.000,,Pickup (Nutzfahrzeug),50.000,44,0
7575,1953,Alfa Romeo 1900 M,15.000,AR 51,Geländewagen (Militärfahrzeug),50.000,65,1200
7576,1979,Alfa Romeo Alfetta 1,17.000,,Limousine,27.000,108,1200
7577,1978,Alfa Romeo Alfetta GTV 2,17.500,,Coupé,92.150,131,1100
7578,1964,Alfa Romeo Dauphine Gordini,8.500,,Limousine,45.182,33,700
7579,1958,Jaguar XK 150 3,169.000,150,Cabriolet (Roadster),3.916,254,0
7580,1989,Porsche 911 Turbo 3,139.000,930,Cabriolet,48.291,286,0
7581,1971,Maserati Mexico 4700,99.500,,Coupé,15.522,290,0
7582,1936,FIAT 508 S Balilla Sport,89.000,,Cabriolet (Roadster),56.047,36,0
7583,1973,Porsche 911 2,89.900,"""Urmodell""",Coupé,108.500,140,0
7584,1986,Lancia Delta S4 Stradale,Auf Anfrage,831,Coupé,23.650,250,1000
7585,1998,BMW Z3 1,14.500,E 36-7,Cabriolet (Roadster),146.000,118,1375
7586,1926,Ford Modell T Touring,18.000,,Cabriolet (Tourer),0,20,0
7587,1984,Toyota Land Cruiser BJ 40,28.000,,Geländewagen,270.800,76,1590
7588,1991,Alfa Romeo 33 - 1,4.500,Typ 907,Limousine (5-Türen),39.000,98,1000
7589,1988,Alfa Romeo 75 1,25.000,,Limousine,75.000,155,1150
7590,1991,Alfa Romeo 75 3,30.000,,Limousine,102.000,192,1150
7591,1995,Alfa Romeo GTV 2,7.000,Tipo 916,Coupé (2-Türen),190.000,150,1500
7592,1993,Mercedes-Benz CL 500,19.000,C 140,Coupé,220.000,320,2100
7593,1997,Volkswagen Golf III Cabrio 1,4.900,Typ 330,Cabriolet,160.000,100,0
7594,1976,Steyr-Puch Pinzgauer 710 K,38.000,,Geländewagen (Militärfahrzeug),9.100,90,0
7595,1972,Buick Riviera Coupe,34.000,,Coupé,120.000,253,1980
7596,1995,Nissan Patrol,14.900,,Geländewagen,114.000,116,1900
7597,1994,Mini Moke,18.499,,Cabriolet (Tourer),43.200,40,600
7598,2001,Porsche 911 Carrera 4,36.325,996,Cabriolet,0,300,0
7599,1973,Porsche 911 2,158.191,"""Urmodell""",Cabriolet (Targa),0,190,0
7600,2019,Bentley Continental GT,199.800,,Coupé,48.452,635,0
7601,1930,Ford Modell A,34.950,,Cabriolet (Roadster),1.111,40,0
7602,1970,Maserati Ghibli Spyder,695.000,Tipo AM115/S,Cabriolet,58.000,310,0
7603,2004,Aston Martin DB AR1,287.500,,Cabriolet,7.688,435,0
7604,1965,McLaren-Elva M1A,295.000,,Rennwagen,999.999,425,0
7605,1983,Autobianchi A112 Junior,3.000,,Limousine (3-Türen),59.000,39,750
7606,1964,Renault Caravelle S,18.500,,Cabriolet,18.000,44,790
7607,1954,FIAT 500 C Belvedere,13.900,,Kombi,0,16,610
7608,1960,Chevrolet Corvette,89.950,C1,Cabriolet,109.247,233,0
7609,1987,FIAT Regata,2.490,,Limousine,120.922,90,980
7610,1973,Audi 100 Coupe S,35.900,C1 / F 104,Coupé,118.998,112,0
7611,1969,Jaguar E-Type,105.800,Serie II,Cabriolet (Roadster),26.400,265,0
7612,1991,Porsche 911 Turbo 3,Auf Anfrage,964,Coupé,177.738,320,1400
7613,1972,Porsche 914,25.400,,Cabriolet (Targa),57.164,80,980
7614,1999,Mercedes-Benz SLK 200 Kompressor,7.500,R 170,Cabriolet (Roadster),183.000,192,1300
7615,1999,BMW Z3 2,16.000,E36-7,Cabriolet (Roadster),70.000,150,1375
7616,2000,Alfa Romeo Spider 1,15.800,Tipo 916,Cabriolet (Roadster),96.000,144,1400
7617,1994,Mercedes-Benz G 350 Turbo,26.999,W 463,Geländewagen,187.557,136,2240
7618,1962,FIAT 750 Vignale ,13.999,,Coupé,30.000,31,0
7619,1928,Locomobile 8-70,29.900,,Limousine,10.000,70,0
7620,1982,Lancia Delta,3.500,831,Limousine (4-Türen),124.000,75,955
7621,1982,Ferrari 308 GTSi,84.000,,Cabriolet (Targa),0,214,0
7622,1963,Jaguar E-Type Lightweight,263.593,,Coupé,0,349,0
7623,1972,Lancia Fulvia 1,34.000,Serie II,Coupé,34.209,90,0
7624,1975,Triumph TR 6,47.500,,Cabriolet (Roadster),0,106,0
7625,2000,Renault Clio II 2,15.000,Phase II B,Kleinwagen,40.283,169,1495
7626,1991,Mercedes-Benz 300 SL-24,15.900,R 129,Cabriolet (Roadster),69.000,231,1870
7627,1982,Citroën 2 CV 6 Charleston,7.990,,Limousine (4-Türen),77.657,29,600
7628,1991,Autobianchi Y10 Fire,3.900,I. Serie,Kleinwagen,71.424,45,900
7629,1961,Autobianchi Bianchina Panoramica,6.000,3a,Kleinwagen (Kombi),54.000,18,585
7630,1985,Ford Fiesta,4.490,Serie II,Limousine,48.000,45,800
7631,1972,Porsche 911 2,97.000,"""Urmodell""",Cabriolet (Targa),65.400,130,1080
7632,1992,Ferrari 348 TB,68.800,,Coupé,83.000,300,1390
7633,1970,Excalibur SS Phaeton 2,52.000,Serie II,Cabriolet (Roadster),36.679,254,1800
7634,1992,Mercedes-Benz 300 SL,24.000,R 129,Cabriolet (Roadster),128.000,190,1870
7635,1963,Volkswagen Käfer 1200,24.900,Typ 15.1,Cabriolet,35.800,34,0
7636,1965,Alfa Romeo Giulia 1300,14.400,,Limousine,82.250,78,1050
7637,1988,BMW 320i,12.400,E30,Cabriolet,145.700,129,1300
7638,1976,Mercedes-Benz 200 D,6.900,W 115,Limousine,264.970,55,1500
7639,1997,Land Rover Discovery 300tdi,9.900,Series I,Geländewagen,151.000,113,2029
7640,1975,Alfa Romeo Montreal,84.500,,Coupé,97.600,195,1270
7641,1998,Lancia Kappa 2,2.300,,Limousine (4-Türen),124.500,155,1550
7642,1988,Suzuki SJ Samurai,5.600,SJ 413,Geländewagen (Offen),61.000,60,1140
7643,1977,Alfa Romeo Giulia Nuova Super 1300,13.900,,Limousine (4-Türen),28.700,89,1050
7644,2011,Aston Martin DBS Volante,105.402,,Cabriolet,58.258,517,0
7645,1928,Bentley 4 1,Auf Anfrage,,Cabriolet (Tourer),0,105,0
7646,1981,Oldsmobile 98 Regency,17.900,98,Limousine (4-Türen),82.076,126,0
7647,1970,Volkswagen Karmann Ghia 1600,29.900,Typ 14,Coupé,51.499,50,0
7648,1971,Mercedes-Benz 280 SL,114.776,W 113,Cabriolet (Roadster),28.968,170,0
7649,2019,Mercedes-Benz S 63 AMG S 4MATIC,Auf Anfrage,C 217,Coupé,8.690,612,0
7650,1973,FIAT 500 R,7.500,,Limousine (2-Türen),51.000,18,525
7651,1989,Renault R 4,6.500,,Limousine (5-Türen),29.000,34,700
7652,2000,Renault Clio II 2,8.800,Phase II B,Kleinwagen,82.000,169,1495
7653,1987,Renault R 4 TL,5.500,,Limousine,84.000,34,700
7654,1975,Renault R 5 L,9.900,,Limousine (3-Türen),0,36,730
7655,1970,Triumph TR 4,35.000,,Cabriolet,48.800,100,1000
7656,1969,Triumph TR 6 PI,34.900,,Cabriolet (Roadster),4.000,143,1030
7657,1979,Triumph Spitfire 1500,18.000,,Cabriolet,7.000,72,820
7658,1954,Triumph TR 2,72.900,,Cabriolet (Roadster),0,90,840
7659,1971,Triumph Spitfire Mk IV,18.000,,Cabriolet,81.472,64,780
7660,1983,Maserati Biturbo S,8.000,,Coupé,60.600,205,1175
7661,1987,Maserati 420 i,10.000,,Limousine (4-Türen),94.000,185,1300
7662,1987,Maserati 420 i,10.000,,Limousine (4-Türen),94.000,185,1300
7663,1995,Alfa Romeo GTV 2,10.000,Tipo 916,Coupé (2-Türen),110.000,202,1500
7664,1992,Maserati Spyder,35.900,,Cabriolet,30.900,245,1080
7665,1981,Maserati Quattroporte 4900,49.000,Serie III,Limousine (4-Türen),48.433,282,1950
7666,2011,Porsche 911 Turbo S,170.335,997.2,Coupé,57.072,530,0
7667,1967,Ford Shelby GT 500,241.546,Mustang I Serie 2,Coupé (Fastback),118.286,355,0
7668,2005,TVR Tuscan S,52.672,,Cabriolet,95.884,400,0
7669,1997,BMW Z3 1,11.900,E 36-7,Cabriolet (Roadster),198.000,140,1375
7670,1977,Ferrari Dino 208 GT4,59.000,,Coupé,105.000,170,0
7671,1987,Ferrari 208 GTB Turbo,75.000,,Coupé,60.000,254,1265
7672,1976,Ferrari Dino 308 GT4,88.000,,Coupé,0,240,1320
7673,1978,Ferrari 400 GT,105.000,,Coupé,67.000,340,1800
7674,1989,Innocenti Small 500,3.000,,Kleinwagen,129.950,31,650
7675,1949,FIAT 500 C Topolino,10.000,,Cabriolet (Limousine),2.000,16,610
7676,1959,Lancia Appia,8.900,Serie III,Limousine,50.000,48,900
7677,1973,Lamborghini Urraco P 250,130.000,,Coupé,0,220,1200
7678,1995,Volkswagen Golf III Cabrio 1,3.800,Typ 330,Cabriolet,194.000,75,0
7679,1978,Volkswagen T2b Pritsche,17.900,Typ 2,Bus (Pritsche),104.900,50,0
7680,1952,FIAT 500 C Topolino,13.300,,Cabriolet (Limousine),1.000,16,610
7681,1990,Chevrolet K1500,19.500,,Pickup,160.000,210,0
7682,1998,FIAT Barchetta,10.000,1a serie,Cabriolet (Roadster),92.000,131,1060
7683,1966,Pontiac Catalina,16.800,,Limousine (4-Türen),105.584,290,0
7684,1963,Mercedes-Benz 190 D,29.950,W 121,Limousine (4-Türen),67.000,50,1250
7685,1982,Lancia Beta Trevi 2000,5.100,,Limousine,117.000,115,1190
7686,2000,Honda Integra Type R,24.900,,Coupé,150.000,190,1200
7687,1994,Mercedes-Benz SL 320,15.900,R 129,Cabriolet (Roadster),100.000,231,1870
7688,1986,Mercedes-Benz 500 SE,12.900,W 126,Limousine (4-Türen),97.210,223,1500
7689,1989,Jeep Cherokee,12.000,XJ,Geländewagen,275.000,175,1565
7690,2000,Renault ,7.000,RX,Van (Geländewagen),98.000,139,0
7691,1996,Alfa Romeo GTV 2,9.900,Tipo 916,Coupé (2-Türen),136.000,202,1500
7692,1997,BMW Z3 1,13.500,E 36-7,Cabriolet (Roadster),170.000,115,1375
7693,1990,Jeep Cherokee,11.200,XJ,Geländewagen,331.641,82,1565
7694,1969,FIAT 1100 R,6.500,,Limousine,75.000,48,850
7695,1972,Alfa Romeo Giulia GT 1300 Junior,31.500,,Coupé,20.224,89,1020
7696,1990,Land Rover Range Rover Classic Vogue EFI,25.000,"""Classic""",Geländewagen,296.313,173,0
7697,1990,Mercedes-Benz 200 E,4.900,W 124,Limousine (4-Türen),104.000,118,1600
7698,1977,Porsche 924,9.300,924,Coupé,99.225,125,1100
7699,1969,FIAT 600 D,5.900,,Limousine (2-Türen),39.000,25,580
7700,1979,FIAT 126,3.300,,Limousine (2-Türen),85.000,24,600
7701,1990,Ferrari 308 GTB,67.000,,Coupé,61.250,227,1320
7702,1970,Volkswagen Käfer 1200,9.900,Typ 11,Limousine (2-Türen),33.650,34,0
7703,1997,FIAT ,4.500,,Coupé,150.000,131,0
7704,1969,Chevrolet Corvette Stingray 427,90.000,C2,Coupé,30.000,435,1460
7705,2000,Mercedes-Benz S 500,10.900,W 220,Limousine (4-Türen),129.781,306,2135
7706,1996,Maserati Quattroporte 2,19.900,Serie IV,Limousine (4-Türen),96.000,287,1543
7707,1990,Maserati 422,14.400,430,Limousine (4-Türen),87.000,223,1300
7708,1985,FIAT 900E,15.490,,Nutzfahrzeug (Kastenwagen),1.000,35,0
7709,1985,FIAT Panda 4x4,4.700,,Kleinwagen,93.400,49,750
7710,1993,Rover Mini British Open Classic,9.000,MK VI,Kleinwagen,22.100,63,700
7711,1991,Volkswagen Corrado 1,9.200,Typ 509 / 53i,Coupé,245.000,129,1200
7712,1976,Ford M 151 A2,15.900,M 151,Geländewagen,29.450,71,1100
7713,1969,Mercedes-Benz 280 S,16.000,W 108,Limousine (4-Türen),21.000,140,1600
7714,1953,FIAT 500 C Belvedere,9.900,,Kombi,1.000,16,610
7715,1986,Jeep CJ-7,35.900,,Geländewagen (Offen),10.000,125,1900
7716,1970,FIAT 500 L,8.900,,Limousine (2-Türen),63.833,18,520
7717,1994,Mercedes-Benz E 200,8.790,C 124,Coupé,148.000,136,1400
7718,1967,Autobianchi Bianchina Panoramica,22.500,3a,Kleinwagen (Kombi),135.432,18,585
7719,1990,Volkswagen Corrado 1,9.600,Typ 509 / 53i,Coupé,59.431,129,1200
7720,1992,Ford Scorpio 2,5.900,Serie I,Limousine (4-Türen),142.000,120,1300
7721,1964,MG MGB,20.800,B Serie I,Cabriolet (Roadster),88.000,96,1010
7722,1990,Ford Sierra RS Cosworth,30.800,Sierra '87 - Serie II,Limousine (4-Türen),38.633,204,1200
7723,1955,FIAT 500 C Belvedere,8.200,,Kombi,82.000,16,610
7724,1993,Mercedes-Benz 300 CE,28.900,A 124,Cabriolet,193.000,188,1600
7725,2000,Mercedes-Benz CLK 230 Kompressor,8.500,C 208,Coupé,251.000,197,1700
7726,1993,Volkswagen Golf III 1,3.400,Typ 330,Limousine,58.000,90,0
7727,1968,BMW 1600 GT,Auf Anfrage,Glas,Coupé,0,105,0
7728,1992,Alfa Romeo 75 2,12.000,2a,Limousine (4-Türen),184.380,145,1200
7729,1969,FIAT 600 D,6.300,,Limousine (2-Türen),60.000,25,580
7730,1977,Rolls-Royce Corniche I,55.000,,Cabriolet,55.600,211,2185
7731,1973,FIAT 124,8.500,,Limousine,80.000,65,960
7732,1982,Alfa Romeo Alfetta 2,12.000,,Limousine,78.000,131,1200
7733,1996,Jeep Wrangler Sport 2,16.800,TJ,Geländewagen,158.500,118,1430
7734,2000,Toyota Celica TS,19.000,T23,Coupé,156.000,192,1200
7735,1972,Ford Mustang 302,33.100,Mustang I Serie 2 | J-Code,Cabriolet,72.600,213,1300
7736,1986,Mercedes-Benz 300 SE,14.900,W 126,Limousine (4-Türen),356.000,179,1500
7737,1970,FIAT 500 L,5.500,,Limousine (2-Türen),110.000,18,520
7738,1973,FIAT Campagnola,8.200,,Geländewagen,67.000,63,1250
7739,1978,Volkswagen T2b Kleinbus,27.600,Typ 2,Bus,51.000,50,0
7740,1969,Alfa Romeo Giulia GT 1300 Junior,33.000,,Coupé,91.000,89,1020
7741,1971,FIAT 500 F,5.500,,Limousine (2-Türen),87.500,18,520
7742,1971,FIAT 500 L,6.500,,Limousine (2-Türen),28.660,18,520
7743,1998,Toyota Land Cruiser J90,11.900,J90,Geländewagen,275.368,125,0
7744,1999,Jeep Wrangler Sport 4,23.000,TJ,Geländewagen,133.000,177,1495
7745,1996,FIAT Barchetta,8.900,1a serie,Cabriolet (Roadster),172.500,131,1060
7746,1976,FIAT 128,5.200,,Limousine (4-Türen),76.000,55,770
7747,1936,FIAT 500 A Topolino,18.000,,Limousine,3.000,13,580
7748,1999,Mercedes-Benz SL 320,22.800,R 129,Cabriolet (Roadster),192.000,224,1870
7749,1966,Alfa Romeo 2600 Sprint,73.700,,Coupé,73.000,145,1300
7750,1981,Citroën 2 CV 6 Charleston,9.000,,Limousine (4-Türen),125.000,29,600
7751,1981,Ford Capri 2,20.000,Serie II `78,Coupé,30.376,114,1150
7752,1980,Jeep CJ-7 2,22.000,,Geländewagen (Offen),105.000,66,1300
7753,1962,Alfa Romeo Giulietta Spider Veloce,87.000,,Cabriolet,0,90,900
7754,1999,Porsche 911 Carrera,40.900,996,Coupé,90.000,300,1450
7755,1969,Volkswagen Käfer 1200,14.500,Typ 11,Limousine (2-Türen),2.800,34,0
7756,1969,Autobianchi Bianchina Panoramica,7.500,3a,Kleinwagen (Kombi),1.000,18,585
7757,1981,Volkswagen Golf I Cabrio GLi 1,11.800,Typ 155,Cabriolet,142.450,110,0
7758,1963,FIAT 600,7.500,,Limousine (2-Türen),60.000,22,580
7759,1979,Mercedes-Benz 240 D,9.000,W 123,Limousine (4-Türen),117.000,72,1395
7760,1972,FIAT 500 L,11.500,,Limousine (2-Türen),8.983,18,520
7761,1982,Volkswagen Käfer 1200 Mexico,15.000,Mexico,Limousine (2-Türen),79.000,34,0
7762,1979,Citroën Acadiane,10.000,AYCD,Kombi (Kastenwagen),1.000,31,680
7763,1964,Volkswagen Käfer 1200,13.000,Typ 15.1,Cabriolet,31.583,34,0
7764,1966,Autobianchi Bianchina,5.500,,Limousine,51.693,18,640
7765,1977,Giannini 126 GPA 700,4.900,,Kleinwagen,5.515,35,600
7766,1963,MG MGB,25.000,B Serie I,Cabriolet (Roadster),102.999,96,1010
7767,1991,Alfa Romeo 1,21.000,Tipo 115 - Serie 4,Cabriolet,98.800,107,1130
7768,1963,FIAT 1300,7.500,,Limousine,42.600,65,1030
7769,1978,Aston Martin V8 Volante,210.921,,Cabriolet,14.967,305,0
7770,1966,FIAT 850 Coupe,5.500,,Coupé,25.000,47,720
7771,1952,FIAT 500 C Topolino,8.590,,Cabriolet (Limousine),1.433,16,610
7772,1931,Chevrolet Independence,17.900,,Cabriolet,14.500,60,0
7773,1983,Alfa Romeo 1,17.900,Tipo 115 - Serie 3a,Cabriolet,123.000,104,1070
7774,1990,Mercedes-Benz 200 E,4.900,W 124,Limousine (4-Türen),166.000,118,1600
7775,1971,Innocenti Mini Minor 850,8.300,MK3,Limousine (2-Türen),63.426,34,617
7776,1967,Alfa Romeo Giulia 1300 TI,16.500,,Limousine (4-Türen),71.804,82,1050
7777,1988,Porsche 914,23.000,,Cabriolet (Targa),85.000,100,980
7778,1962,Lancia Appia,6.500,Serie III,Limousine,2.931,48,900
7779,1970,Porsche 911 2,159.000,"""Urmodell""",Coupé,103.600,180,1020
7780,1981,Maserati Merak 2000 GT,85.000,Tipo AM 122,Coupé,27.594,170,1350
7781,1979,Lancia Beta Coupe 1300,9.900,,Coupé,82.500,82,970
7782,1966,Volkswagen Käfer 1200 A,17.100,Typ 11,Limousine (2-Türen),56.000,34,0
7783,1971,FIAT 500 L,4.990,,Limousine (2-Türen),80.891,18,520
7784,1995,Mercedes-Benz SL 500,20.500,R 129,Cabriolet (Roadster),178.000,320,1870
7785,1982,Alfa Romeo Giulietta 1,9.000,Typ 116,Limousine,64.000,108,1100
7786,1999,Audi TT 1,5.300,8N,Coupé,258.982,180,1280
7787,1968,Lancia Fulvia 2C,5.000,,Limousine,90.000,71,930
7788,1998,Volkswagen Golf IV Cabrio 1,4.500,Typ 1J,Cabriolet,172.000,100,0
7789,1997,Mercedes-Benz C 220 Diesel,6.500,W 202,Limousine (4-Türen),81.000,95,1575
7790,1962,Renault Dauphine,8.500,,Limousine (4-Türen),2.000,27,650
7791,1998,Volkswagen Golf IV Cabrio 1,5.500,Typ 1J,Cabriolet,185.000,100,0
7792,1965,FIAT 1300 Vignale,34.900,,Coupé,45.990,84,1030
7793,1991,Mercedes-Benz 190 E 1,3.900,W 201,Limousine (4-Türen),339.000,109,1250
7794,1960,Cadillac 62 Convertible,45.000,Serie 62,Cabriolet,35.000,325,2200
7795,1992,Dodge Stealth,19.700,,Coupé,129.000,300,1640
7796,1974,FIAT 130 ,13.500,,Coupé,61.600,165,1580
7797,1954,Mercedes-Benz 220 Cabriolet A,215.000,W 187,Cabriolet,0,80,1350
7798,1949,FIAT 1100 E,14.700,,Limousine,66.700,36,820
7799,1996,BMW Z3 1,13.600,E 36-7,Cabriolet (Roadster),162.000,115,1375
7800,1966,FIAT 600,5.900,,Limousine (2-Türen),50.000,22,580
7801,2009,Mercedes-Benz SLR McLaren,329.900,199,Cabriolet (Roadster),43.907,626,0
7802,1984,Morgan Plus 8,59.900,,Cabriolet (Roadster),52.563,155,0
7803,1973,MG MGB,19.900,B Serie III,Cabriolet (Roadster),99.105,96,0
7804,1976,MG MGB GT V8,42.500,B,Coupé,127.001,139,0
7805,1971,FIAT 500 L,14.647,,Limousine (2-Türen),8.047,18,0
7806,1959,MG MGA 1500,34.900,MK I,Cabriolet (Roadster),7.030,72,0
7807,1975,Triumph Spitfire 1500,14.900,,Cabriolet,28.807,72,0
7808,1998,Mercedes-Benz SLK 230 Kompressor,7.900,R 170,Cabriolet (Roadster),107.272,193,0
7809,1984,Mercedes-Benz 190 D,11.999,W 201,Limousine (4-Türen),252.842,72,0
7810,2001,MG F 1,6.900,Typ RD,Cabriolet,163.170,120,0
7811,2001,Mercedes-Benz SLK 200 Kompressor,10.900,R 170,Cabriolet (Roadster),90.046,163,0
7812,1973,Triumph GT 6 Mk III,24.900,,Coupé,73.999,105,0
7813,1967,MG MGB,29.900,B Serie I,Cabriolet (Roadster),46.095,96,0
7814,2001,FIAT Barchetta,8.900,1a serie,Cabriolet (Roadster),113.124,131,0
7815,1980,FIAT Spider 2000,10.900,3a serie (CS),Cabriolet (Roadster),114.149,103,0
7816,1972,MG Midget GAN5,17.900,Serie III,Cabriolet,115.034,65,0
7817,1963,Triumph TR 4,28.900,,Cabriolet,19.879,100,0
7818,2008,Land Rover Defender 90 TD4,39.900,,Geländewagen (Offen),111.606,122,0
7819,1965,Ford Mustang GT,24.900,Mustang I Serie 1 | K-Code,Coupé (Hardtop),66.240,275,0
7820,1976,Mini 1000,17.900,,Cabriolet,72.137,39,0
7821,1978,FIAT 124 Spider CS1,16.900,,Cabriolet,54.092,86,0
7822,1985,Mercedes-Benz 190 D,12.900,W 201,Limousine (4-Türen),279.719,72,0
7823,1986,Mercedes-Benz 190 D,12.900,W 201,Limousine (4-Türen),181.312,72,0
7824,1986,Mercedes-Benz 190 D,12.900,W 201,Limousine (4-Türen),172.417,72,0
7825,1985,Mercedes-Benz 190 D 2,15.900,W 201,Limousine (4-Türen),116.850,73,0
7826,1986,Mercedes-Benz 190 D 2,4.900,W 201,Limousine (4-Türen),185.754,90,0
7827,1986,Mercedes-Benz 190 D,12.900,W 201,Limousine (4-Türen),217.677,72,0
7828,1986,Mercedes-Benz 190 D,3.900,W 201,Limousine (4-Türen),236.281,72,0
7829,1989,Mercedes-Benz 190 D 2,14.900,W 201,Limousine,185.157,126,0
7830,1986,Mercedes-Benz 190 D,14.900,W 201,Limousine (4-Türen),102.413,72,0
7831,1985,Mercedes-Benz 190 D,15.900,W 201,Limousine (4-Türen),136.034,72,0
7832,2003,FIAT Barchetta,11.900,2a serie,Cabriolet (Roadster),80.333,131,0
7833,1962,Lancia Appia,14.999,Serie III,Limousine,52.855,48,0
7834,1986,Volkswagen Golf II 1,3.490,Typ 19E,Limousine (3-Türen),77.347,72,0
7835,1986,Mercedes-Benz 300 D,3.490,W 124,Limousine (4-Türen),527.606,109,0
7836,1986,Mercedes-Benz 300 D,11.900,W 124,Limousine (4-Türen),122.013,109,0
7837,1986,Mercedes-Benz 250 D,5.900,W 124,Limousine,192.517,90,0
7838,1985,Mercedes-Benz 200 D,4.900,W 124,Limousine,302.780,72,0
7839,1981,Mercedes-Benz 200 D,8.900,W 123,Limousine,364.962,55,0
7840,1986,Mercedes-Benz 190 E,7.900,W 201,Limousine,154.509,122,0
7841,1986,Mercedes-Benz 190 E,3.490,W 201,Limousine,332.109,122,0
7842,1999,Porsche Boxster,16.900,986,Cabriolet (Roadster),208.333,204,0
7843,1997,Porsche Boxster,17.900,986,Cabriolet (Roadster),62.069,204,0
7844,1990,Suzuki SJ Samurai,19.900,SJ 413,Geländewagen (Offen),21.069,69,0
7845,1980,FIAT Spider 2000,13.900,3a serie (CS),Cabriolet (Roadster),4.823,103,0
7846,2012,Mercedes-Benz SLK 250,22.900,R 172,Cabriolet (Roadster),127.026,204,0
7847,1971,Volkswagen Käfer 1302,5.999,Typ 11,Limousine (2-Türen),49.059,44,0
7848,1997,Rover Mini 1,8.999,MK VII,Limousine (2-Türen),114.300,63,0
7849,1989,Mini 1000,15.900,,Cabriolet,41.984,39,0
7850,1997,Lotus Elise 111,26.900,S1,Cabriolet (Roadster),198.752,122,0
7851,1984,Burton Classic,14.900,,Cabriolet (Roadster),17.263,29,0
7852,1972,MG MGB,24.900,B Serie III,Cabriolet (Roadster),39.376,96,0
7853,1973,MG MGB,24.900,B Serie III,Cabriolet (Roadster),57.056,96,0
7854,2001,Volkswagen Golf IV Cabrio 1,5.999,Typ 1J,Cabriolet,193.565,90,0
7855,1976,Alfa Romeo Giulia GT 1300 Junior,38.900,,Coupé,18.714,89,0
7856,2006,Mini One,7.900,R52,Cabriolet,107.035,90,0
7857,1980,Mini Estate,17.900,,Kombi,99.182,45,0
7858,1990,Mazda MX-5 1,9.900,NA,Cabriolet (Roadster),282.376,115,0
7859,1977,FIAT 124 Spider CS1,10.900,,Cabriolet,127.798,118,0
7860,1999,Volkswagen Golf IV Cabrio 1,7.900,Typ 1J,Cabriolet,110.095,75,0
7861,1969,MG MGC GT,28.900,,Coupé,104.403,147,0
7862,1987,Saab 900 2,13.900,,Cabriolet,99.620,160,0
7863,1969,MG MGC GT,28.900,,Coupé,118.539,147,0
7864,1999,Mini Cooper 1,21.900,MK VII,Kleinwagen,70.502,63,0
7865,1966,Ford Mustang 289,29.900,Mustang I Serie 1 | C-Code,Coupé (Hardtop),25.746,190,0
7866,1970,Jaguar XJ 6 4,10.900,Serie I,Limousine (4-Türen),138.653,186,0
7867,1986,Mini 1000,10.900,MK V,Limousine (2-Türen),63.381,40,0
7868,2000,Mini Cooper 1,12.900,MK VII,Kleinwagen,20.577,63,0
7869,1998,Mini Cooper 1,19.900,MK VII,Kleinwagen,108.234,63,0
7870,1999,Mini Cooper 1,24.900,MK VII,Kleinwagen,60.972,63,0
7871,1993,Saab 900 Turbo,12.900,,Cabriolet,256.421,145,0
7872,1968,Honda N 600 Touring,5.900,N-Series,Limousine (2-Türen),69.696,42,0
7873,1979,Alfa Romeo 2000 Spider Veloce,20.900,Tipo 115 - Serie 2a,Cabriolet,97.122,127,0
7874,1961,MG MGA 1600,32.500,MK I,Cabriolet (Roadster),0,79,0
7875,1968,Triumph TR 250,48.900,,Cabriolet,61.440,105,0
7876,2002,MG TF 135,6.900,,Cabriolet (Roadster),120.388,136,0
7877,1981,FIAT Spider 2000,9.900,3a serie (CS),Cabriolet (Roadster),348.887,103,0
7878,1966,Chevrolet Corvair Monza Convertible,12.900,Serie 105,Cabriolet,80.733,112,0
7879,1971,Datsun 240 Z,49.900,S30,Coupé,8.045,151,0
7880,1993,BMW 325i,11.900,E36,Coupé,261.000,192,0
7881,1977,BMW 1502,14.990,Typ 115,Limousine (2-Türen),128.417,75,0
7882,1979,Mini 1100 Special,8.900,,Cabriolet,3.456,45,0
7883,1979,Chevrolet Camaro,24.900,Serie II,Coupé,92.310,145,0
7884,1968,Morris Minor 1000 Traveller,6.900,,Kombi,62.973,48,0
7885,1967,Porsche 912,69.900,,Coupé,149.141,90,0
7886,1966,Ford Mustang 289,32.900,Mustang I Serie 1 | C-Code,Coupé (Fastback),14.840,203,0
7887,1973,Mercedes-Benz 450 SL,7.900,R 107,Cabriolet (Roadster),205.242,225,0
7888,1974,BMW 2002,11.900,E10 / 73,Limousine (2-Türen),150.678,100,0
